molecule,smiles,HOMO_eV,LUMO_eV,GAP_eV,Dipmom_Debye,Etot_eV,Etot_pos_eV,Etot_neg_eV,ZPE_eV,ZPE_pos_eV,ZPE_neg_eV,aEA_eV,aIP_eV,D4_disp_corr_eV,n_rings,Erel_eV,NFOD,HOMO_eV_corrected,LUMO_eV_corrected,GAP_eV_corrected,aIP_eV_corrected,aEA_eV_corrected
hc_c38h20_0pent_578,c1ccc2c(c1)cc1c3ccccc3c3cc4c5ccccc5cc5c6ccccc6c6cc2c1c3c6c45,-9.603,-7.828,1.775,0.007,-2494.32,-2483.159,-2500.613,11.955,11.924,11.877,-6.294,11.16,-2.421,10,0.153,0.801,-6.383,-1.33,5.05,6.512,-1.228
hc_c38h20_0pent_60,c1cc2ccc3cccc4c5cc6cc7c(cc6cc5c(c1)c2c34)c1cccc2ccc3cccc7c3c21,-9.838,-7.614,2.224,0.0,-2494.348,-2482.992,-2500.425,11.949,11.884,11.815,-6.077,11.356,-2.353,10,0.125,0.779,-6.749,-1.055,5.688,6.795,-0.964
hc_c38h20_0pent_640,c1ccc2cc3c(cc2c1)cc1ccc2cc4cccc5c6cc7ccccc7cc6c6cc3c1c2c6c45,-9.538,-7.949,1.589,0.064,-2494.126,-2483.03,-2500.527,11.932,11.901,11.852,-6.401,11.097,-2.36,10,0.347,1.023,-6.282,-1.486,4.786,6.422,-1.358
hc_c38h20_0pent_641,c1ccc2cc3c(cc2c1)c1cccc2cc4ccc5cc6c7ccccc7ccc6c6cc3c(c21)c4c56,-9.583,-7.887,1.696,0.049,-2494.239,-2483.086,-2500.566,11.94,11.903,11.855,-6.328,11.153,-2.375,10,0.234,0.916,-6.352,-1.406,4.938,6.502,-1.27
hc_c38h20_0pent_643,c1ccc2c(c1)ccc1cc3c(cc12)c1cc2c4ccccc4cc4ccc5cc6cccc3c6c1c5c42,-9.603,-7.873,1.73,0.067,-2494.302,-2483.117,-2500.6,11.943,11.909,11.86,-6.299,11.185,-2.379,10,0.171,0.885,-6.383,-1.388,4.986,6.549,-1.234
hc_c38h20_0pent_644,c1ccc2cc3c(cc2c1)c1cc2ccccc2c2cc4ccc5c6ccccc6cc6cc3c(c21)c4c65,-9.511,-7.965,1.546,0.037,-2494.161,-2483.077,-2500.563,11.937,11.906,11.858,-6.402,11.084,-2.376,10,0.312,0.992,-6.24,-1.506,4.724,6.403,-1.36
hc_c38h20_0pent_646,c1ccc2c(c1)ccc1cc3c(cc12)c1cccc2cc4ccc5c6ccccc6cc6cc3c(c21)c4c65,-9.49,-8.005,1.486,0.057,-2494.195,-2483.108,-2500.605,11.939,11.909,11.861,-6.41,11.088,-2.368,10,0.278,1.001,-6.208,-1.558,4.639,6.409,-1.369
hc_c38h20_0pent_647,c1ccc2c(c1)ccc1cc3c(cc12)c1cc2cc4ccccc4c4ccc5cc6cccc3c6c1c5c24,-9.491,-8.006,1.484,0.055,-2494.197,-2483.102,-2500.603,11.939,11.909,11.861,-6.407,11.095,-2.369,10,0.276,1.001,-6.209,-1.559,4.636,6.419,-1.366
hc_c38h20_0pent_648,c1ccc2cc3c(cc2c1)c1cccc2cc4ccc5c6ccc7ccccc7c6cc6cc3c(c21)c4c65,-9.522,-7.961,1.561,0.054,-2494.178,-2483.077,-2500.568,11.939,11.906,11.858,-6.39,11.101,-2.367,10,0.295,0.98,-6.258,-1.501,4.746,6.427,-1.345
hc_c38h20_0pent_660,c1ccc2cc3c(cc2c1)c1cc2c4ccccc4ccc2c2cc4ccc5cccc6cc3c(c21)c4c56,-9.601,-7.863,1.738,0.085,-2494.25,-2483.087,-2500.564,11.942,11.909,11.858,-6.315,11.163,-2.381,10,0.223,0.898,-6.38,-1.375,4.997,6.517,-1.254
hc_c38h20_0pent_661,c1ccc2c(c1)ccc1cc3c(cc12)c1cc2ccccc2c2cc4ccc5cccc6cc3c(c21)c4c56,-9.619,-7.852,1.768,0.064,-2494.321,-2483.129,-2500.609,11.944,11.909,11.859,-6.288,11.192,-2.377,10,0.152,0.861,-6.408,-1.361,5.04,6.559,-1.221
hc_c38h20_0pent_662,c1ccc2c(c1)ccc1cc3c(cc12)c1cc2cccc4ccc5cc6c7ccccc7cc3c6c1c5c42,-9.619,-7.853,1.766,0.077,-2494.322,-2483.125,-2500.606,11.944,11.907,11.859,-6.285,11.196,-2.377,10,0.151,0.861,-6.408,-1.362,5.037,6.564,-1.217
hc_c38h20_0pent_663,c1ccc2cc3c(cc2c1)c1cc2ccccc2c2cc4ccc5cc6ccccc6c6cc3c(c21)c4c56,-9.566,-7.899,1.667,0.042,-2494.229,-2483.099,-2500.577,11.939,11.905,11.856,-6.348,11.13,-2.383,10,0.244,0.928,-6.326,-1.422,4.896,6.469,-1.294
hc_c38h20_0pent_668,c1ccc2cc3c(ccc4cc5c(cc43)c3cccc4cc6ccc7cccc8cc5c(c43)c6c78)cc2c1,-9.623,-7.863,1.76,0.074,-2494.225,-2483.091,-2500.588,11.938,11.906,11.855,-6.363,11.134,-2.35,10,0.248,0.942,-6.415,-1.375,5.029,6.475,-1.312
hc_c38h20_0pent_669,c1ccc2c(c1)ccc1c3cc4c(cc3ccc21)c1cc2cccc3ccc5cc6cccc4c6c1c5c32,-9.648,-7.83,1.818,0.092,-2494.278,-2483.068,-2500.538,11.944,11.901,11.849,-6.261,11.21,-2.363,10,0.195,0.883,-6.453,-1.333,5.111,6.585,-1.188
hc_c38h20_0pent_670,c1cc2ccc3cc4cccc5c6cc7c8ccccc8c8ccccc8c7cc6c6cc(c1)c2c3c6c45,-9.641,-7.849,1.791,0.071,-2494.3,-2483.039,-2500.517,11.948,11.905,11.854,-6.217,11.261,-2.392,10,0.173,0.821,-6.443,-1.357,5.073,6.658,-1.135
hc_c38h20_0pent_671,c1ccc2c(c1)ccc1cc3c(cc12)c1cccc2cc4ccc5cc6ccccc6c6cc3c(c21)c4c56,-9.604,-7.868,1.736,0.072,-2494.301,-2483.111,-2500.589,11.943,11.905,11.854,-6.288,11.189,-2.375,10,0.172,0.885,-6.385,-1.382,4.995,6.554,-1.221
hc_c38h20_0pent_673,c1ccc2cc3cc4c(cc3cc2c1)c1cccc2cc3ccc5cc6ccccc6c6cc4c(c21)c3c56,-9.615,-7.86,1.756,0.057,-2494.073,-2482.968,-2500.464,11.93,11.895,11.843,-6.391,11.105,-2.356,10,0.4,1.066,-6.402,-1.371,5.023,6.433,-1.346
hc_c38h20_0pent_674,c1ccc2cc3cc4c(cc3cc2c1)c1cccc2cc3ccc5c6ccccc6cc6cc4c(c21)c3c65,-9.51,-7.981,1.529,0.043,-2493.974,-2482.939,-2500.441,11.927,11.894,11.842,-6.467,11.035,-2.348,10,0.499,1.172,-6.239,-1.527,4.7,6.332,-1.439
hc_c38h20_0pent_678,c1ccc2c(c1)ccc1cc3cc4c(cc3cc12)c1cccc2cc3ccc5cccc6cc4c(c21)c3c56,-9.66,-7.814,1.846,0.079,-2494.191,-2483.019,-2500.499,11.937,11.896,11.841,-6.309,11.171,-2.343,10,0.282,0.97,-6.472,-1.312,5.151,6.528,-1.247
hc_c38h20_0pent_679,c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1cccc2cc3ccc4cccc6cc5c(c21)c3c46,-9.496,-8.033,1.463,0.054,-2493.884,-2482.883,-2500.404,11.92,11.89,11.837,-6.519,11.001,-2.326,10,0.589,1.263,-6.217,-1.594,4.606,6.283,-1.502
hc_c38h20_0pent_680,c1ccc2c(c1)ccc1cc3cc4c(cc3cc12)c1cc2cccc3ccc5cc6cccc4c6c1c5c32,-9.66,-7.815,1.846,0.07,-2494.191,-2483.015,-2500.496,11.937,11.896,11.84,-6.305,11.176,-2.343,10,0.282,0.97,-6.472,-1.314,5.151,6.536,-1.242
hc_c38h20_0pent_682,c1ccc2c(c1)ccc1c3cc4c(cc3ccc21)c1cccc2cc3ccc5cccc6cc4c(c21)c3c56,-9.649,-7.831,1.818,0.096,-2494.278,-2483.06,-2500.532,11.944,11.9,11.847,-6.254,11.219,-2.364,10,0.195,0.883,-6.455,-1.334,5.111,6.598,-1.18
hc_c38h20_0pent_683,c1ccc2cc3c(ccc4cc5c(cc43)c3cc4cccc6ccc7cc8cccc5c8c3c7c64)cc2c1,-9.625,-7.864,1.761,0.071,-2494.226,-2483.08,-2500.581,11.938,11.906,11.855,-6.355,11.145,-2.352,10,0.247,0.942,-6.418,-1.377,5.03,6.491,-1.302
hc_c38h20_0pent_791,c1ccc2c(c1)ccc1c2cc2c3cc4cc5cccc6ccc7ccc(c3cc3cccc1c32)c4c7c65,-9.311,-8.203,1.108,0.136,-2493.964,-2483.116,-2500.641,11.934,11.918,11.871,-6.677,10.848,-2.363,10,0.509,1.253,-5.929,-1.813,4.102,6.063,-1.694
hc_c38h20_0pent_879,c1ccc2c(c1)ccc1cc3c(cc4ccc5ccc6c7cccc8cccc(c9cc3c4c5c69)c87)cc12,-9.412,-8.084,1.328,0.049,-2494.178,-2483.245,-2500.751,11.939,11.921,11.873,-6.573,10.933,-2.363,10,0.295,1.071,-6.086,-1.66,4.415,6.185,-1.568
hc_c40h20_0pent_1041,c1ccc2c(c1)ccc1c2cc2ccc3cc4c5ccccc5c5ccc6cccc7c8cc1c2c3c8c4c5c67,-9.499,-7.985,1.514,0.025,-2611.58,-2600.567,-2618.062,12.284,12.261,12.216,-6.482,11.014,-2.559,11,0.282,0.961,-6.222,-1.532,4.679,6.302,-1.457
hc_c40h20_0pent_1057,c1ccc2cc3c(cc2c1)c1ccc2cccc4c5cc6cc7ccccc7c7ccc8cc3c(c1c24)c5c8c67,-9.463,-8.032,1.431,0.058,-2611.432,-2600.452,-2617.958,12.275,12.253,12.206,-6.526,10.98,-2.542,11,0.43,1.091,-6.166,-1.593,4.561,6.253,-1.51
hc_c40h20_0pent_1058,c1ccc2cc3c(cc2c1)c1ccc2cccc4c5cc6c7ccccc7cc7ccc8cc3c(c1c24)c5c8c76,-9.468,-8.024,1.444,0.034,-2611.483,-2600.514,-2618.019,12.276,12.254,12.208,-6.536,10.969,-2.548,11,0.379,1.054,-6.174,-1.582,4.579,6.237,-1.523
hc_c40h20_0pent_1062,c1ccc2c(c1)ccc1cc3c(cc12)c1ccc2cccc4c5cc6cccc7ccc8cc3c(c1c24)c5c8c76,-9.55,-7.941,1.609,0.078,-2611.593,-2600.518,-2618.016,12.282,12.256,12.208,-6.423,11.075,-2.543,11,0.269,0.956,-6.301,-1.476,4.814,6.39,-1.385
hc_c40h20_0pent_1063,c1ccc2cc3cc4c(cc3cc2c1)c1ccc2cccc3c5cc6cccc7ccc8cc4c(c1c23)c5c8c76,-9.483,-8.025,1.457,0.071,-2611.344,-2600.397,-2617.92,12.268,12.246,12.199,-6.576,10.947,-2.523,11,0.518,1.17,-6.197,-1.584,4.598,6.205,-1.571
hc_c40h20_0pent_1064,c1ccc2c(c1)ccc1cc3c(cc12)c1cc2ccc4cccc5cc6c7cccc8ccc3c(c87)c1c6c2c45,-9.557,-7.936,1.621,0.071,-2611.593,-2600.492,-2617.99,12.282,12.251,12.203,-6.397,11.101,-2.544,11,0.269,0.956,-6.312,-1.469,4.831,6.427,-1.354
hc_c40h20_0pent_1073,c1ccc2c(c1)ccc1cc3c(cc12)c1cccc2cc4c5cccc6ccc7ccc8cc3c(c21)c4c8c7c65,-9.67,-7.794,1.876,0.056,-2611.695,-2600.485,-2617.955,12.287,12.245,12.192,-6.26,11.21,-2.538,11,0.167,0.854,-6.488,-1.287,5.194,6.585,-1.187
hc_c40h20_0pent_1101,c1ccc2c(c1)ccc1cc3cc4cc5c6cccc7ccc8ccc9cc%10ccc(c3cc12)c4c%10c5c9c8c76,-9.42,-8.098,1.322,0.028,-2611.492,-2600.55,-2618.074,12.274,12.255,12.206,-6.582,10.942,-2.512,11,0.37,1.131,-6.099,-1.678,4.406,6.198,-1.579
hc_c40h20_0pent_1103,c1ccc2c(c1)ccc1cc3c(cc4cc5c6cccc7ccc8ccc9cc%10ccc3c4c%10c5c9c8c76)cc12,-9.408,-8.105,1.303,0.057,-2611.506,-2600.592,-2618.112,12.275,12.258,12.209,-6.606,10.914,-2.509,11,0.356,1.134,-6.08,-1.687,4.379,6.158,-1.608
hc_c40h20_0pent_1105,c1ccc2cc3c(cc2c1)cc1cc2c4cc5ccccc5c5ccc6ccc7cc8ccc3c1c8c2c7c6c54,-9.394,-8.118,1.276,0.053,-2611.381,-2600.47,-2617.991,12.269,12.251,12.203,-6.61,10.91,-2.518,11,0.481,1.205,-6.058,-1.703,4.341,6.152,-1.613
hc_c40h20_0pent_1107,c1ccc2cc3c(cc2c1)cc1cc2c4cccc5ccc6c7ccccc7c7cc8ccc3c1c8c2c7c6c54,-9.386,-8.124,1.262,0.049,-2611.367,-2600.469,-2617.989,12.272,12.255,12.209,-6.622,10.898,-2.536,11,0.495,1.177,-6.046,-1.711,4.321,6.135,-1.627
hc_c40h20_0pent_1112,c1ccc2c(c1)ccc1c2ccc2c1cc1cc3c4cccc5ccc6ccc7cc8ccc2c1c8c3c7c6c54,-9.474,-8.024,1.45,0.067,-2611.558,-2600.572,-2618.077,12.282,12.259,12.213,-6.52,10.985,-2.526,11,0.304,1.027,-6.183,-1.582,4.588,6.26,-1.503
hc_c40h20_0pent_1113,c1ccc2cc3c(ccc4c3cc3cc5c6cccc7ccc8ccc9cc%10ccc4c3c%10c5c9c8c76)cc2c1,-9.495,-8.008,1.487,0.042,-2611.497,-2600.516,-2618.027,12.275,12.254,12.206,-6.53,10.981,-2.513,11,0.365,1.075,-6.216,-1.562,4.641,6.254,-1.515
hc_c40h20_0pent_1118,c1ccc2c(c1)ccc1c2cc2cc3c4cccc5ccc6c7ccccc7c7cc8ccc1c2c8c3c7c6c54,-9.48,-8.009,1.472,0.029,-2611.543,-2600.546,-2618.044,12.284,12.262,12.217,-6.501,10.997,-2.553,11,0.319,0.991,-6.192,-1.563,4.619,6.277,-1.48
hc_c40h20_0pent_1126,c1ccc2cc3c(ccc4c3cc3ccc5cc6ccc7ccc8cccc9c%10cc4c3c5c%10c6c7c89)cc2c1,-9.515,-7.983,1.532,0.05,-2611.532,-2600.538,-2618.048,12.275,12.252,12.204,-6.516,10.994,-2.519,11,0.33,1.043,-6.247,-1.53,4.705,6.273,-1.498
hc_c40h20_0pent_1127,c1ccc2c(c1)ccc1c2ccc2c1cc1ccc3cc4ccc5ccc6cccc7c8cc2c1c3c8c4c5c67,-9.53,-7.957,1.573,0.082,-2611.62,-2600.586,-2618.082,12.283,12.259,12.212,-6.463,11.034,-2.532,11,0.242,0.959,-6.27,-1.496,4.763,6.331,-1.434
hc_c40h20_0pent_1131,c1ccc2cc3c(cc2c1)cc1ccc2cc4ccc5ccc6c7ccccc7cc7c8cc3c1c2c8c4c5c67,-9.477,-8.023,1.455,0.062,-2611.487,-2600.509,-2618.02,12.272,12.252,12.203,-6.533,10.978,-2.528,11,0.375,1.087,-6.188,-1.581,4.595,6.25,-1.519
hc_c40h20_0pent_1133,c1ccc2cc3c(cc2c1)cc1ccc2cc4c5ccccc5c5ccc6cccc7c8cc3c1c2c8c4c5c67,-9.438,-8.062,1.376,0.011,-2611.454,-2600.514,-2618.026,12.275,12.256,12.209,-6.572,10.939,-2.544,11,0.408,1.091,-6.127,-1.631,4.483,6.194,-1.566
hc_c40h20_0pent_1134,c1ccc2cc3c(cc2c1)cc1c2ccccc2c2cc4ccc5ccc6cccc7c8cc3c1c2c8c4c5c67,-9.547,-7.935,1.612,0.066,-2611.56,-2600.512,-2618.01,12.28,12.255,12.207,-6.45,11.048,-2.549,11,0.302,0.966,-6.296,-1.468,4.818,6.351,-1.418
hc_c40h20_0pent_1135,c1ccc2c(c1)ccc1cc3c(cc4ccc5cc6ccc7ccc8cccc9c%10cc3c4c5c%10c6c7c89)cc12,-9.5,-7.997,1.503,0.072,-2611.612,-2600.618,-2618.126,12.279,12.259,12.21,-6.513,10.994,-2.517,11,0.25,1.014,-6.223,-1.548,4.663,6.273,-1.495
hc_c40h20_0pent_1136,c1ccc2cc3cc4c(cc3cc2c1)cc1ccc2cc3ccc5ccc6cccc7c8cc4c1c2c8c3c5c67,-9.403,-8.123,1.28,0.055,-2611.336,-2600.461,-2617.996,12.263,12.247,12.198,-6.66,10.876,-2.501,11,0.526,1.258,-6.072,-1.71,4.346,6.103,-1.673
hc_c40h20_0pent_1137,c1ccc2c(c1)ccc1cc3cc4ccc5cc6ccc7ccc8cccc9c%10cc(c3cc12)c4c5c%10c6c7c89,-9.518,-7.986,1.532,0.047,-2611.6,-2600.563,-2618.077,12.278,12.256,12.206,-6.478,11.037,-2.524,11,0.262,1.01,-6.251,-1.533,4.705,6.335,-1.452
hc_c40h20_0pent_1193,c1ccc2cc3c(cc2c1)c1cccc2cc4cc5c6cccc7cccc(c8ccc9cc3c(c21)c4c9c85)c76,-9.445,-8.056,1.389,0.063,-2611.354,-2600.367,-2617.875,12.274,12.246,12.2,-6.521,10.986,-2.536,11,0.508,1.129,-6.138,-1.624,4.501,6.262,-1.504
hc_c40h20_0pent_1237,c1ccc2c(c1)ccc1cc3c(cc12)c1cc2cc4cccc5ccc6cc7cc8cccc3c8c1c7c2c6c54,-9.389,-8.149,1.24,0.09,-2611.338,-2600.351,-2617.889,12.269,12.244,12.197,-6.551,10.987,-2.523,11,0.524,1.215,-6.051,-1.743,4.289,6.263,-1.541
hc_c40h20_0pent_1239,c1ccc2c(c1)ccc1cc3c(cc12)c1cccc2cc4cc5ccc6cccc7cc8cc3c(c21)c4c8c5c67,-9.388,-8.147,1.241,0.09,-2611.337,-2600.358,-2617.893,12.269,12.244,12.197,-6.555,10.979,-2.521,11,0.525,1.215,-6.049,-1.741,4.291,6.252,-1.546
hc_c40h20_0pent_1242,c1ccc2cc3c(cc2c1)c1cccc2cc4cc5c6ccccc6c6cccc7cc8cc3c(c21)c4c8c5c76,-9.425,-8.082,1.344,0.022,-2611.33,-2600.317,-2617.831,12.272,12.244,12.198,-6.501,11.013,-2.54,11,0.532,1.142,-6.107,-1.657,4.437,6.301,-1.48
hc_c40h20_0pent_1244,c1ccc2cc3c(cc2c1)c1cccc2cc4cc5ccc6cc7ccccc7c7cc8cc3c(c21)c4c8c5c67,-9.403,-8.114,1.289,0.086,-2611.308,-2600.347,-2617.87,12.267,12.243,12.196,-6.562,10.961,-2.523,11,0.554,1.208,-6.072,-1.698,4.359,6.226,-1.554
hc_c40h20_0pent_1252,c1ccc2c(c1)cc1ccc3cc4cc5c6ccccc6cc6c7ccccc7c7cc8cc2c1c3c8c4c7c56,-9.392,-8.115,1.278,0.05,-2611.381,-2600.472,-2617.987,12.274,12.256,12.21,-6.606,10.909,-2.543,11,0.481,1.149,-6.055,-1.699,4.343,6.151,-1.608
hc_c40h20_0pent_1295,c1ccc2c(c1)ccc1c2ccc2c1cc1ccc3cc4cc5cccc6ccc7cc8cc2c1c3c8c4c7c65,-9.339,-8.197,1.142,0.13,-2611.289,-2600.425,-2617.963,12.267,12.25,12.205,-6.674,10.864,-2.51,11,0.573,1.285,-5.973,-1.805,4.15,6.086,-1.69
hc_c40h20_0pent_1297,c1ccc2c(c1)ccc1c2cc2ccc3cc4cc5cccc6c7ccccc7c7cc8cc1c2c3c8c4c7c56,-9.361,-8.16,1.201,0.066,-2611.348,-2600.452,-2617.98,12.273,12.255,12.21,-6.631,10.896,-2.534,11,0.514,1.197,-6.007,-1.757,4.234,6.132,-1.638
hc_c40h20_0pent_1298,c1ccc2c(c1)ccc1c2cc2ccc3cc4cc5c6ccccc6cc6ccc7cc8cc1c2c3c8c4c7c65,-9.34,-8.186,1.154,0.025,-2611.328,-2600.492,-2618.024,12.267,12.253,12.207,-6.696,10.836,-2.515,11,0.534,1.265,-5.974,-1.791,4.167,6.045,-1.717
hc_c40h20_0pent_1299,c1ccc2cc3c(cc2c1)cc1ccc2cc4cc5cccc6c7ccccc7c7cc8cc3c1c2c8c4c7c56,-9.378,-8.143,1.235,0.081,-2611.271,-2600.376,-2617.905,12.266,12.249,12.202,-6.634,10.895,-2.519,11,0.591,1.254,-6.034,-1.735,4.282,6.13,-1.642
hc_c40h20_0pent_1302,c1ccc2cc3c(cc2c1)cc1c2ccccc2c2cc4cc5cccc6ccc7cc8cc3c1c2c8c4c7c65,-9.39,-8.132,1.259,0.099,-2611.271,-2600.366,-2617.898,12.266,12.248,12.201,-6.627,10.905,-2.526,11,0.591,1.24,-6.052,-1.721,4.316,6.145,-1.633
hc_c40h20_0pent_1553,c1cc2ccc3cc4cccc5c6cc7c(cc6c6cc(c1)c2c3c6c45)c1cccc2ccc3cccc7c3c21,-9.635,-7.864,1.771,0.03,-2611.569,-2600.405,-2617.905,12.284,12.25,12.201,-6.336,11.164,-2.542,11,0.293,0.921,-6.433,-1.377,5.044,6.518,-1.279
hc_c40h20_0pent_165,c1ccc2c(c1)ccc1c2cc2c3cccc4cc5cccc6c7cc8ccccc8c8cc1c2c(c87)c(c56)c43,-9.286,-8.214,1.072,0.135,-2611.234,-2600.397,-2617.908,12.268,12.254,12.209,-6.674,10.837,-2.571,11,0.628,1.289,-5.89,-1.827,4.051,6.047,-1.69
hc_c40h20_0pent_1689,c1ccc2c(c1)ccc1cc3cc4ccc5c6ccc7cccc8cc9ccc%10cc(c3cc12)c4c5c%10c9c6c78,-9.337,-8.195,1.143,0.051,-2611.371,-2600.519,-2618.056,12.269,12.255,12.207,-6.685,10.852,-2.515,11,0.491,1.261,-5.97,-1.802,4.152,6.068,-1.704
hc_c40h20_0pent_1691,c1ccc2c(c1)ccc1cc3c(cc4ccc5c6ccc7cccc8cc9ccc%10cc3c4c5c%10c9c6c78)cc12,-9.326,-8.2,1.126,0.088,-2611.386,-2600.567,-2618.097,12.27,12.257,12.21,-6.71,10.819,-2.51,11,0.476,1.263,-5.953,-1.809,4.127,6.021,-1.734
hc_c40h20_0pent_1699,c1ccc2c(c1)ccc1c2cc2ccc3c4ccc5cccc6cc7c8ccccc8c8cc1c2c3c8c7c4c56,-9.398,-8.103,1.295,0.069,-2611.457,-2600.54,-2618.051,12.279,12.26,12.216,-6.594,10.918,-2.562,11,0.405,1.09,-6.065,-1.684,4.368,6.164,-1.593
hc_c40h20_0pent_1701,c1ccc2c(c1)ccc1c2ccc2c1cc1ccc3c4ccc5cccc6cc7ccc8cc2c1c3c8c7c4c56,-9.353,-8.164,1.189,0.103,-2611.407,-2600.546,-2618.067,12.275,12.258,12.214,-6.66,10.861,-2.526,11,0.455,1.194,-5.995,-1.762,4.217,6.081,-1.673
hc_c40h20_0pent_1702,c1ccc2cc3c(ccc4c3cc3ccc5c6ccc7cccc8cc9ccc%10cc4c3c5c%10c9c6c78)cc2c1,-9.354,-8.169,1.185,0.077,-2611.328,-2600.489,-2618.017,12.267,12.252,12.206,-6.69,10.839,-2.512,11,0.534,1.266,-5.996,-1.769,4.211,6.05,-1.71
hc_c40h20_0pent_1712,c1ccc2c(c1)ccc1c2cc2ccc3c4ccc5cc6ccccc6c6cc7ccc8cc1c2c3c8c7c4c56,-9.319,-8.194,1.125,0.02,-2611.395,-2600.586,-2618.105,12.273,12.26,12.215,-6.71,10.809,-2.532,11,0.467,1.23,-5.942,-1.801,4.126,6.006,-1.734
hc_c40h20_0pent_1722,c1ccc2c(c1)ccc1c2cc2cc3ccc4cc5cc6ccccc6c6ccc7c8ccc1c2c8c3c4c7c56,-9.303,-8.211,1.092,0.071,-2611.353,-2600.556,-2618.075,12.272,12.259,12.214,-6.722,10.797,-2.528,11,0.509,1.265,-5.917,-1.823,4.079,5.989,-1.749
hc_c40h20_0pent_1725,c1ccc2c(c1)ccc1c2cc2cc3ccc4cc5c6ccccc6cc6ccc7c8ccc1c2c8c3c4c7c65,-9.295,-8.22,1.075,0.027,-2611.364,-2600.577,-2618.098,12.272,12.26,12.214,-6.734,10.788,-2.53,11,0.498,1.268,-5.904,-1.835,4.055,5.976,-1.763
hc_c40h20_0pent_1729,c1ccc2c(c1)ccc1c2cc2ccc3c4ccc5c6ccccc6cc6cc7ccc8cc1c2c3c8c7c4c65,-9.292,-8.224,1.068,0.055,-2611.351,-2600.563,-2618.084,12.271,12.259,12.214,-6.733,10.788,-2.53,11,0.511,1.278,-5.9,-1.84,4.045,5.976,-1.762
hc_c40h20_0pent_1731,c1ccc2c(c1)ccc1c2cc2cc3c4ccccc4c4cc5cccc6ccc7c8ccc1c2c8c3c4c7c65,-9.392,-8.11,1.283,0.059,-2611.453,-2600.544,-2618.055,12.28,12.261,12.218,-6.602,10.91,-2.555,11,0.409,1.098,-6.055,-1.693,4.351,6.152,-1.603
hc_c40h20_0pent_1739,c1ccc2cc3c(ccc4c3cc3cc5ccc6cc7cccc8ccc9c%10ccc4c3c%10c5c6c9c87)cc2c1,-9.349,-8.175,1.174,0.072,-2611.318,-2600.485,-2618.014,12.268,12.252,12.206,-6.695,10.833,-2.51,11,0.544,1.273,-5.988,-1.777,4.196,6.041,-1.716
hc_c40h20_0pent_1740,c1ccc2c(c1)ccc1c2ccc2c1cc1cc3ccc4cc5cccc6ccc7c8ccc2c1c8c3c4c7c65,-9.343,-8.175,1.168,0.118,-2611.388,-2600.537,-2618.058,12.275,12.258,12.214,-6.67,10.851,-2.524,11,0.474,1.212,-5.979,-1.777,4.187,6.067,-1.686
hc_c40h20_0pent_1749,c1ccc2c(c1)ccc1cc3c(cc4cc5ccc6cc7cccc8ccc9c%10ccc3c4c%10c5c6c9c87)cc12,-9.308,-8.218,1.09,0.105,-2611.352,-2600.55,-2618.08,12.269,12.257,12.209,-6.728,10.802,-2.507,11,0.51,1.295,-5.925,-1.832,4.076,5.996,-1.756
hc_c40h20_0pent_1751,c1ccc2c(c1)ccc1cc3cc4cc5ccc6cc7cccc8ccc9c%10ccc(c3cc12)c4c%10c5c6c9c87,-9.319,-8.212,1.107,0.088,-2611.336,-2600.504,-2618.039,12.269,12.255,12.207,-6.703,10.832,-2.511,11,0.526,1.293,-5.942,-1.824,4.1,6.04,-1.726
hc_c40h20_0pent_1878,c1ccc2cc3c(cc2c1)cc1c2ccc4c5ccccc5c5cccc6c7ccc8ccc3c1c8c7c2c4c56,-9.591,-7.876,1.715,0.028,-2611.591,-2600.484,-2617.961,12.288,12.259,12.209,-6.37,11.107,-2.55,11,0.271,0.899,-6.365,-1.392,4.965,6.436,-1.321
hc_c40h20_0pent_1880,c1ccc2c(c1)ccc1cc3c(cc12)cc1c2ccc4ccc5cccc6c7ccc8ccc3c1c8c7c2c4c56,-9.592,-7.881,1.711,0.045,-2611.704,-2600.624,-2618.111,12.287,12.261,12.212,-6.407,11.079,-2.527,11,0.158,0.895,-6.366,-1.398,4.959,6.396,-1.366
hc_c40h20_0pent_1881,c1ccc2cc3cc4c(cc3cc2c1)cc1c2ccc3ccc5cccc6c7ccc8ccc4c1c8c7c2c3c56,-9.447,-8.068,1.379,0.027,-2611.416,-2600.485,-2618.009,12.271,12.25,12.202,-6.593,10.931,-2.511,11,0.446,1.156,-6.141,-1.639,4.487,6.182,-1.592
hc_c40h20_0pent_1882,c1ccc2c(c1)ccc1cc3cc4c5ccc6ccc7cccc8c9ccc%10ccc(c3cc12)c4c%10c9c5c6c78,-9.61,-7.865,1.744,0.037,-2611.689,-2600.575,-2618.063,12.287,12.257,12.207,-6.374,11.114,-2.53,11,0.173,0.892,-6.394,-1.378,5.006,6.446,-1.326
hc_c40h20_0pent_217,c1ccc2c(c1)ccc1c2cc2c3ccc4c5ccccc5cc5c6cccc7cc8ccc1c2c8c(c76)c3c45,-9.514,-7.96,1.554,0.096,-2611.509,-2600.455,-2617.939,12.282,12.254,12.207,-6.43,11.054,-2.558,11,0.353,0.996,-6.245,-1.5,4.736,6.36,-1.394
